"","environment","location","year","Genotype","swelling.index","swelling.power","WAC","Bulk.Density"
"242","Otobi_2021","Otobi","2021","NR17C2aF9P010",1.831,8.35,422.5,0.831
"243","Otobi_2021","Otobi","2021","NR17C2aF9P013",1.739,8.515,425.5,0.886
"244","Otobi_2021","Otobi","2021","IITA-TMS-IBA30572",2.001,8.11,400.5,0.908
"245","Otobi_2021","Otobi","2021","NR8082",2.167,6.665,444,0.936
"246","Otobi_2021","Otobi","2021","TMEB419",1.84,7.99,442.5,0.934
"247","Otobi_2021","Otobi","2021","TMEB7",1.713,10.21,567,0.908
"248","Umudike_2021","Umudike","2021","NR17C2aF103P001",1.804,7.08,418,0.741
"249","Umudike_2021","Umudike","2021","NR17C2aF10P001",2.661,10.644,569,0.847
"250","Umudike_2021","Umudike","2021","NR17C2aF10P002",1.526,8.978,307,0.699
"251","Umudike_2021","Umudike","2021","NR17C2aF10P006",2.42,9.341,474,0.857
"252","Umudike_2021","Umudike","2021","NR17C2aF10P011",2.394,7.857,503,0.81
"253","Umudike_2021","Umudike","2021","NR17C2aF10P016",2.2,10.311,446,0.789
"254","Umudike_2021","Umudike","2021","NR17C2aF10P021",NA,9.667,NA,NA
"255","Umudike_2021","Umudike","2021","NR17C2aF10P025",2.143,8.144,459,0.852
"256","Umudike_2021","Umudike","2021","NR17C2aF114P002",3.75,8.22,582,0.811
"257","Umudike_2021","Umudike","2021","NR17C2aF114P004",1.17,9.68,222,0.667
"258","Umudike_2021","Umudike","2021","NR17C2aF118P001",1.712,9.929,377,0.828
"259","Umudike_2021","Umudike","2021","NR17C2aF121P005",2.011,9.149,438,0.834
"260","Umudike_2021","Umudike","2021","NR17C2aF12P001",NA,8.641,NA,NA
"261","Umudike_2021","Umudike","2021","NR17C2aF13P001",1.571,8.449,310,0.861
"262","Umudike_2021","Umudike","2021","NR17C2aF14P016",2.183,8.258,509,0.906
"263","Umudike_2021","Umudike","2021","NR17C2aF15P003",NA,8.362,NA,NA
"264","Umudike_2021","Umudike","2021","NR17C2aF15P011",2.25,8.118,535,0.848
"265","Umudike_2021","Umudike","2021","NR17C2aF15P016",1.75,7.955,309,0.642
"266","Umudike_2021","Umudike","2021","NR17C2aF15P022",2.074,8.278,376,0.733
"267","Umudike_2021","Umudike","2021","NR17C2aF15P032",1.763,NA,431,0.811
"268","Umudike_2021","Umudike","2021","NR17C2aF15P041",1.638,7.705,457,0.759
"269","Umudike_2021","Umudike","2021","NR17C2aF16P003",2.957,8.033,576,0.8
"270","Umudike_2021","Umudike","2021","NR17C2aF16P010",2.287,8.042,535,0.811
"271","Umudike_2021","Umudike","2021","NR17C2aF16P013",2.241,NA,481,0.862
"272","Umudike_2021","Umudike","2021","NR17C2aF18P008",1.729,7.744,498,0.667
"273","Umudike_2021","Umudike","2021","NR17C2aF18P018",1.746,8.714,397,0.858
"274","Umudike_2021","Umudike","2021","NR17C2aF19P002",2.034,8.583,420,0.766
"275","Umudike_2021","Umudike","2021","NR17C2aF1P003",3,8.074,555,0.808
"276","Umudike_2021","Umudike","2021","NR17C2aF1P006",NA,10.19,NA,NA
"277","Umudike_2021","Umudike","2021","NR17C2aF21P004",2.462,11.267,519,0.77
"278","Umudike_2021","Umudike","2021","NR17C2aF27P001",2.464,10.769,545,0.857
"279","Umudike_2021","Umudike","2021","NR17C2aF28P002",1.92,NA,408,0.949
"280","Umudike_2021","Umudike","2021","NR17C2aF29P001",1.955,9.898,505,0.778
"281","Umudike_2021","Umudike","2021","NR17C2aF39P002",2.123,9.457,487,0.81
"282","Umudike_2021","Umudike","2021","NR17C2aF49P006",1.6,9.011,320,0.776
"283","Umudike_2021","Umudike","2021","NR17C2aF54P001",2.304,10.442,480,0.987
"284","Umudike_2021","Umudike","2021","NR17C2aF54P002",2.121,7.934,516,0.857
"285","Umudike_2021","Umudike","2021","NR17C2aF54P005",1.884,9.765,386,0.811
"286","Umudike_2021","Umudike","2021","NR17C2aF54P010",2.264,8.36,499,0.906
"287","Umudike_2021","Umudike","2021","NR17C2aF54P012",2.546,8.946,542,0.834
"288","Umudike_2021","Umudike","2021","NR17C2aF5P017",2.455,10.453,469,0.952
"289","Umudike_2021","Umudike","2021","NR17C2aF5P026",2.18,10.826,377,0.903
"290","Umudike_2021","Umudike","2021","NR17C2aF60P003",1.926,9.354,526,0.81
"291","Umudike_2021","Umudike","2021","NR17C2aF60P006",2.374,NA,518,0.734
"292","Umudike_2021","Umudike","2021","NR17C2aF60P007",NA,7.365,NA,NA
"293","Umudike_2021","Umudike","2021","NR17C2aF60P009",1.409,10.205,280,0.839
"294","Umudike_2021","Umudike","2021","NR17C2aF60P010",1.267,NA,241,0.725
"295","Umudike_2021","Umudike","2021","NR17C2aF60P015",1.815,7.012,325,0.667
"296","Umudike_2021","Umudike","2021","NR17C2aF60P019",2.613,8.367,460,0.741
"297","Umudike_2021","Umudike","2021","NR17C2aF60P020",2.28,7.207,435,0.76
"298","Umudike_2021","Umudike","2021","NR17C2aF61P003",1.983,7.723,424,0.808
"299","Umudike_2021","Umudike","2021","NR17C2aF61P004",2.143,8.18,467,0.867
"300","Umudike_2021","Umudike","2021","NR17C2aF61P008",1.886,10.36,426,0.901
"301","Umudike_2021","Umudike","2021","NR17C2aF61P010",2.437,8.947,542,0.882
"302","Umudike_2021","Umudike","2021","NR17C2aF61P011",2.042,7.581,392,0.857
"303","Umudike_2021","Umudike","2021","NR17C2aF61P013",2.38,9.319,442,0.938
"304","Umudike_2021","Umudike","2021","NR17C2aF61P015",2.817,9.011,539,0.791
"305","Umudike_2021","Umudike","2021","NR17C2aF61P016",2.072,10.109,432,0.787
"306","Umudike_2021","Umudike","2021","NR17C2aF62P020",3.043,9.931,531,0.858
"307","Umudike_2021","Umudike","2021","NR17C2aF62P024",2.364,7.551,468,0.862
"308","Umudike_2021","Umudike","2021","NR17C2aF62P027",2.295,9.484,401,0.936
"309","Umudike_2021","Umudike","2021","NR17C2aF65P009",NA,10.146,NA,NA
"310","Umudike_2021","Umudike","2021","NR17C2aF65P010",1.768,10.264,413,0.792
"311","Umudike_2021","Umudike","2021","NR17C2aF65P017",1.561,10.371,277,0.879
"312","Umudike_2021","Umudike","2021","NR17C2aF65P031",1.581,10.091,NA,NA
"313","Umudike_2021","Umudike","2021","NR17C2aF66P014",2.197,10.102,582,0.855
"314","Umudike_2021","Umudike","2021","NR17C2aF69P009",2.286,9.256,494,0.714
"315","Umudike_2021","Umudike","2021","NR17C2aF6P005",1.833,7.418,372,0.756
"316","Umudike_2021","Umudike","2021","NR17C2aF6P007",2.158,11.115,413,0.845
"317","Umudike_2021","Umudike","2021","NR17C2aF6P030",2.55,8.67,497,0.764
"318","Umudike_2021","Umudike","2021","NR17C2aF6P037",1.781,9.833,484,0.822
"319","Umudike_2021","Umudike","2021","NR17C2aF6P044",2.164,8.674,469,0.841
"320","Umudike_2021","Umudike","2021","NR17C2aF6P045",2.352,8.912,NA,NA
"321","Umudike_2021","Umudike","2021","NR17C2aF70P007",2,8.637,522,0.857
"322","Umudike_2021","Umudike","2021","NR17C2aF70P008",1.935,9.151,426,0.938
"323","Umudike_2021","Umudike","2021","NR17C2aF79P001",1.986,8.156,567,0.792
"324","Umudike_2021","Umudike","2021","NR17C2aF79P005",2.321,7.773,314,0.702
"325","Umudike_2021","Umudike","2021","NR17C2aF79P008",2.88,9.467,563,0.836
"326","Umudike_2021","Umudike","2021","NR17C2aF79P016",2,8.242,402,0.816
"327","Umudike_2021","Umudike","2021","NR17C2aF7P007",2.233,8.264,470,0.789
"328","Umudike_2021","Umudike","2021","NR17C2aF7P008",1.915,10.344,292,0.837
"329","Umudike_2021","Umudike","2021","NR17C2aF7P023",NA,8.078,NA,NA
"330","Umudike_2021","Umudike","2021","NR17C2aF7P030",1.882,9.36,460,0.761
"331","Umudike_2021","Umudike","2021","NR17C2aF7P036",2.3,8.73,421,0.822
"332","Umudike_2021","Umudike","2021","NR17C2aF7P044",1.714,8.216,410,1.121
"333","Umudike_2021","Umudike","2021","NR17C2aF7P045",1.203,NA,232,0.681
"334","Umudike_2021","Umudike","2021","NR17C2aF7P050",2.209,9.159,620,0.758
"335","Umudike_2021","Umudike","2021","NR17C2aF7P052",2.08,10.66,371,0.835
"336","Umudike_2021","Umudike","2021","NR17C2aF7P058",2.645,8.888,615,0.777
"337","Umudike_2021","Umudike","2021","NR17C2aF7P065",NA,9.128,NA,NA
"338","Umudike_2021","Umudike","2021","NR17C2aF7P070",NA,10.862,NA,NA
"339","Umudike_2021","Umudike","2021","NR17C2aF81P003",2.826,9.963,498,0.718
"340","Umudike_2021","Umudike","2021","NR17C2aF82P008",2.048,8.495,508,0.714
"341","Umudike_2021","Umudike","2021","NR17C2aF83P010",2.66,8.647,524,0.791
"342","Umudike_2021","Umudike","2021","NR17C2aF83P018",1.66,9.378,348,0.725
"343","Umudike_2021","Umudike","2021","NR17C2aF84P004",1.817,8.247,456,0.772
"344","Umudike_2021","Umudike","2021","NR17C2aF87P010",1.886,7.88,471,0.717
"345","Umudike_2021","Umudike","2021","NR17C2aF89P002",1.882,11,459,0.812
"346","Umudike_2021","Umudike","2021","NR17C2aF89P003",2.107,9.495,315,0.912
"347","Umudike_2021","Umudike","2021","NR17C2aF89P009",1.879,10.449,447,0.85
"348","Umudike_2021","Umudike","2021","NR17C2aF89P010",1.49,9.053,282,0.919
"349","Umudike_2021","Umudike","2021","NR17C2aF89P018",2.729,10.716,531,0.824
"350","Umudike_2021","Umudike","2021","NR17C2aF89P020",1.86,10.326,384,0.769
"351","Umudike_2021","Umudike","2021","NR17C2aF89P028",1.924,8.385,542,0.833
"352","Umudike_2021","Umudike","2021","NR17C2aF89P034",1.793,8.12,395,0.926
"353","Umudike_2021","Umudike","2021","NR17C2aF89P050",1.562,8.4,439,0.913
"354","Umudike_2021","Umudike","2021","NR17C2aF89P054",NA,8.477,NA,NA
"355","Umudike_2021","Umudike","2021","NR17C2aF89P058",2.183,NA,474,0.803
"356","Umudike_2021","Umudike","2021","NR17C2aF89P067",2.139,8.817,450,0.743
"357","Umudike_2021","Umudike","2021","NR17C2aF89P069",2,8.8,547,0.753
"358","Umudike_2021","Umudike","2021","NR17C2aF89P071",2.56,9.078,467,0.882
"359","Umudike_2021","Umudike","2021","NR17C2aF89P088",2.22,9,403,0.842
"360","Umudike_2021","Umudike","2021","NR17C2aF89P096",1.483,10.761,370,0.719
"361","Umudike_2021","Umudike","2021","NR17C2aF90P001",2.115,8.436,464,0.709
"362","Umudike_2021","Umudike","2021","NR17C2aF90P007",NA,9.587,NA,NA
"363","Umudike_2021","Umudike","2021","NR17C2aF90P008",2.05,8.12,477,0.761
"364","Umudike_2021","Umudike","2021","NR17C2aF91P004",2.82,10.091,529,0.774
"365","Umudike_2021","Umudike","2021","NR17C2aF91P006",1.449,7.667,488,0.78
"366","Umudike_2021","Umudike","2021","NR17C2aF92P001",1.886,8.063,451,0.714
"367","Umudike_2021","Umudike","2021","NR17C2aF92P003",1.747,8.464,482,0.823
"368","Umudike_2021","Umudike","2021","NR17C2aF92P005",2.52,9.167,529,0.731
"369","Umudike_2021","Umudike","2021","NR17C2aF93P010",2.625,7.287,575,0.759
"370","Umudike_2021","Umudike","2021","NR17C2aF94P013",1.843,8.256,528,0.698
"371","Umudike_2021","Umudike","2021","NR17C2aF95P003",2.273,8.736,481,0.833
"372","Umudike_2021","Umudike","2021","NR17C2aF95P009",2.232,8.659,580,0.667
"373","Umudike_2021","Umudike","2021","NR17C2aF95P011",1.543,8.714,402,0.75
"374","Umudike_2021","Umudike","2021","NR17C2aF97P002",2.351,8.021,483,0.742
"375","Umudike_2021","Umudike","2021","NR17C2aF98P001",2.132,8.158,550,0.752
"376","Umudike_2021","Umudike","2021","NR17C2aF99P002",1.932,8.423,411,0.852
"377","Umudike_2021","Umudike","2021","NR17C2aF9P010",1.985,9.576,521,0.833
"378","Umudike_2021","Umudike","2021","NR17C2aF9P013",1.434,8.233,414,0.713
"379","Umudike_2021","Umudike","2021","TMEB419",2.304,10.352,505,0.923
"380","Umudike_2021","Umudike","2021","TMEB7",1.719,10.278,435,0.759
"1100","Otobi_2022","Otobi","2022","IITA-TMS-IBA30572",2.44,6.5,540,0.828
"2100","Otobi_2022","Otobi","2022","NR17C2aF103P001",2.5,7.645,545,0.769
"381","Otobi_2022","Otobi","2022","NR17C2aF10P001",2.32,6.235,477,0.833
"410","Otobi_2022","Otobi","2022","NR17C2aF10P002",3.15,6.989,503,0.719
"510","Otobi_2022","Otobi","2022","NR17C2aF10P006",2.357,7.5,520,0.816
"610","Otobi_2022","Otobi","2022","NR17C2aF10P016",2.483,7.376,573,0.839
"710","Otobi_2022","Otobi","2022","NR17C2aF10P017",2.72,7.622,489,0.79
"810","Otobi_2022","Otobi","2022","NR17C2aF10P021",2.72,6.879,496,0.857
"910","Otobi_2022","Otobi","2022","NR17C2aF10P025",2.357,7.459,573,0.781
"1010","Otobi_2022","Otobi","2022","NR17C2aF114P004",2.4,6.794,519,0.715
"1110","Otobi_2022","Otobi","2022","NR17C2aF120P002",2.8,7.867,586,0.769
"1210","Otobi_2022","Otobi","2022","NR17C2aF121P001",2.955,7.737,509,0.876
"1310","Otobi_2022","Otobi","2022","NR17C2aF121P005",3.095,7.082,531,0.833
"1410","Otobi_2022","Otobi","2022","NR17C2aF12P001",2.346,6.949,563,0.833
"1510","Otobi_2022","Otobi","2022","NR17C2aF13P001",2.321,7.768,478,0.723
"1610","Otobi_2022","Otobi","2022","NR17C2aF14P014",2.536,7.622,570,0.811
"1710","Otobi_2022","Otobi","2022","NR17C2aF14P016",2.857,6.184,487,0.896
"1810","Otobi_2022","Otobi","2022","NR17C2aF15P003",2.6,7.755,599,0.8
"1910","Otobi_2022","Otobi","2022","NR17C2aF15P011",2.8,7.116,486,0.857
"2010","Otobi_2022","Otobi","2022","NR17C2aF15P016",2.5,7.576,551,0.788
"2110","Otobi_2022","Otobi","2022","NR17C2aF15P022",2.538,7.367,563,0.79
"2210","Otobi_2022","Otobi","2022","NR17C2aF15P032",2.267,7.557,550,0.763
"2310","Otobi_2022","Otobi","2022","NR17C2aF16P003",2.074,7.414,486,0.811
"2410","Otobi_2022","Otobi","2022","NR17C2aF16P004",2.417,7.194,495,0.839
"2510","Otobi_2022","Otobi","2022","NR17C2aF16P010",2.6,6.907,503,0.792
"2610","Otobi_2022","Otobi","2022","NR17C2aF16P013",2.4,7.406,496,0.909
"2710","Otobi_2022","Otobi","2022","NR17C2aF18P008",3.15,7.34,520,0.79
"2810","Otobi_2022","Otobi","2022","NR17C2aF18P015",3.182,7.367,531,0.79
"2910","Otobi_2022","Otobi","2022","NR17C2aF18P018",2.609,7.379,480,0.811
"3010","Otobi_2022","Otobi","2022","NR17C2aF19P002",2.8,6.865,566,0.75
"3110","Otobi_2022","Otobi","2022","NR17C2aF1P003",2.44,6.818,497,0.833
"3210","Otobi_2022","Otobi","2022","NR17C2aF1P006",2.4,8,541,0.85
"3310","Otobi_2022","Otobi","2022","NR17C2aF1P009",2.5,7.337,564,0.809
"3410","Otobi_2022","Otobi","2022","NR17C2aF21P004",2.8,6.776,582,0.79
"3510","Otobi_2022","Otobi","2022","NR17C2aF27P001",2.292,6.933,482,0.77
"3610","Otobi_2022","Otobi","2022","NR17C2aF28P002",2.321,6.768,471,0.741
"3710","Otobi_2022","Otobi","2022","NR17C2aF29P001",2.833,7.969,535,0.785
"382","Otobi_2022","Otobi","2022","NR17C2aF33P002",2.444,7.897,491,0.841
"391","Otobi_2022","Otobi","2022","NR17C2aF33P003",2.346,7.918,497,0.79
"401","Otobi_2022","Otobi","2022","NR17C2aF35P004",2.56,7.847,513,0.8
"411","Otobi_2022","Otobi","2022","NR17C2aF37P001",2.6,6.541,407,0.876
"421","Otobi_2022","Otobi","2022","NR17C2aF39P002",2.143,5.701,404,0.82
"431","Otobi_2022","Otobi","2022","NR17C2aF40P004",2.708,6.946,509,0.845
"441","Otobi_2022","Otobi","2022","NR17C2aF46P012",2.522,7.707,502,0.833
"451","Otobi_2022","Otobi","2022","NR17C2aF49P006",2.68,6.856,501,0.822
"461","Otobi_2022","Otobi","2022","NR17C2aF54P001",2.692,6.908,425,0.855
"471","Otobi_2022","Otobi","2022","NR17C2aF54P002",2.4,8.573,522,0.855
"481","Otobi_2022","Otobi","2022","NR17C2aF54P010",2.37,7.897,564,0.833
"491","Otobi_2022","Otobi","2022","NR17C2aF54P015",2.625,7.515,457,0.811
"501","Otobi_2022","Otobi","2022","NR17C2aF5P017",2.64,7.747,523,0.8
"511","Otobi_2022","Otobi","2022","NR17C2aF5P026",3,7.379,491,0.857
"521","Otobi_2022","Otobi","2022","NR17C2aF60P003",2.75,7.859,431,0.765
"531","Otobi_2022","Otobi","2022","NR17C2aF60P006",2.667,6.687,565,0.833
"541","Otobi_2022","Otobi","2022","NR17C2aF60P007",2.48,7.424,501,0.811
"551","Otobi_2022","Otobi","2022","NR17C2aF60P009",2.4,6.602,506,0.779
"561","Otobi_2022","Otobi","2022","NR17C2aF60P010",2.522,7.143,494,0.806
"571","Otobi_2022","Otobi","2022","NR17C2aF60P012",3.5,7.112,529,0.855
"581","Otobi_2022","Otobi","2022","NR17C2aF60P015",2.63,8.479,532,0.811
"591","Otobi_2022","Otobi","2022","NR17C2aF60P019",2.5,7.122,515,0.674
"601","Otobi_2022","Otobi","2022","NR17C2aF60P020",2.259,7.266,528,0.779
"611","Otobi_2022","Otobi","2022","NR17C2aF61P002",2.233,8.667,583,0.883
"621","Otobi_2022","Otobi","2022","NR17C2aF61P003",3.4,7.745,515,0.857
"631","Otobi_2022","Otobi","2022","NR17C2aF61P004",2.28,7.125,529,0.833
"641","Otobi_2022","Otobi","2022","NR17C2aF61P006",2.917,6.918,615,0.809
"651","Otobi_2022","Otobi","2022","NR17C2aF61P007",2.407,7.903,507,0.851
"661","Otobi_2022","Otobi","2022","NR17C2aF61P008",3.095,6.854,504,0.857
"671","Otobi_2022","Otobi","2022","NR17C2aF61P009",2.909,7.051,522,0.822
"681","Otobi_2022","Otobi","2022","NR17C2aF61P010",2.727,7.6,520,0.822
"691","Otobi_2022","Otobi","2022","NR17C2aF61P011",2.083,6.01,406,0.755
"701","Otobi_2022","Otobi","2022","NR17C2aF61P013",2.52,7.939,547,0.811
"711","Otobi_2022","Otobi","2022","NR17C2aF61P015",2.333,7.293,529,0.811
"721","Otobi_2022","Otobi","2022","NR17C2aF61P016",2.905,7.118,520,0.779
"731","Otobi_2022","Otobi","2022","NR17C2aF62P015",2.4,6.525,398,0.874
"741","Otobi_2022","Otobi","2022","NR17C2aF62P020",2.48,8.242,522,0.782
"751","Otobi_2022","Otobi","2022","NR17C2aF62P027",2.5,7.906,453,0.87
"761","Otobi_2022","Otobi","2022","NR17C2aF65P009",2.4,6.423,481,0.809
"771","Otobi_2022","Otobi","2022","NR17C2aF65P020",2.192,6.949,469,0.806
"781","Otobi_2022","Otobi","2022","NR17C2aF65P024",2.5,6.768,427,0.682
"791","Otobi_2022","Otobi","2022","NR17C2aF65P027",2.37,7.02,565,0.79
"801","Otobi_2022","Otobi","2022","NR17C2aF65P031",2.037,6.374,525,0.751
"811","Otobi_2022","Otobi","2022","NR17C2aF66P002",2.875,8.125,545,0.79
"821","Otobi_2022","Otobi","2022","NR17C2aF66P003",2.542,7.455,558,0.75
"831","Otobi_2022","Otobi","2022","NR17C2aF66P014",2.156,7.989,544,0.785
"841","Otobi_2022","Otobi","2022","NR17C2aF69P009",2.345,7.042,538,0.787
"851","Otobi_2022","Otobi","2022","NR17C2aF6P006",2.5,6.979,484,0.769
"861","Otobi_2022","Otobi","2022","NR17C2aF6P007",2.44,7.144,493,0.771
"871","Otobi_2022","Otobi","2022","NR17C2aF6P030",2.321,7.32,502,0.717
"881","Otobi_2022","Otobi","2022","NR17C2aF6P044",2.222,8.082,177,0.826
"891","Otobi_2022","Otobi","2022","NR17C2aF6P045",2.083,6.732,364,0.769
"901","Otobi_2022","Otobi","2022","NR17C2aF6P046",3,7.421,500,0.79
"911","Otobi_2022","Otobi","2022","NR17C2aF70P001",2.6,7.469,473,0.811
"921","Otobi_2022","Otobi","2022","NR17C2aF70P007",2.6,7.14,530,0.876
"931","Otobi_2022","Otobi","2022","NR17C2aF70P008",2.308,7.155,488,0.79
"941","Otobi_2022","Otobi","2022","NR17C2aF71P001",3.4,7.663,531,0.833
"951","Otobi_2022","Otobi","2022","NR17C2aF79P001",2.818,7.74,545,0.857
"961","Otobi_2022","Otobi","2022","NR17C2aF79P005",2.542,8.023,464,0.76
"971","Otobi_2022","Otobi","2022","NR17C2aF79P007",3.25,7.273,545,0.853
"981","Otobi_2022","Otobi","2022","NR17C2aF79P008",2.48,7.937,494,0.811
"991","Otobi_2022","Otobi","2022","NR17C2aF79P016",2.625,7.063,520,0.857
